#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ALB	HBB	9606.ENSP00000295897	9606.ENSP00000494175	0	0	0	0	0.042	0	0	0.603	0.604
ALB	PTGS1	9606.ENSP00000295897	9606.ENSP00000354612	0	0	0	0	0.055	0	0	0.610	0.616
ALB	TXN	9606.ENSP00000295897	9606.ENSP00000363641	0	0	0	0	0.049	0	0	0.614	0.617
ALB	NOS3	9606.ENSP00000295897	9606.ENSP00000297494	0	0	0	0	0	0	0	0.624	0.624
ALB	MT1E	9606.ENSP00000295897	9606.ENSP00000328137	0	0	0	0	0.044	0	0	0.707	0.708
ALB	GPX7	9606.ENSP00000295897	9606.ENSP00000354677	0	0	0	0	0	0	0	0.710	0.710
ALB	GPX6	9606.ENSP00000295897	9606.ENSP00000354581	0	0	0	0	0	0	0	0.713	0.713
ALB	GPX5	9606.ENSP00000295897	9606.ENSP00000392398	0	0	0	0	0.042	0	0	0.713	0.713
ALB	GPX3	9606.ENSP00000295897	9606.ENSP00000373477	0	0	0	0	0.044	0	0	0.715	0.716
ALB	GPX2	9606.ENSP00000295897	9606.ENSP00000374265	0	0	0	0	0.062	0	0	0.715	0.721
ALB	GPX8	9606.ENSP00000295897	9606.ENSP00000423822	0	0	0	0	0	0	0	0.723	0.723
ALB	PTGS2	9606.ENSP00000295897	9606.ENSP00000356438	0	0	0	0	0.055	0	0	0.769	0.772
ALB	APOA4	9606.ENSP00000295897	9606.ENSP00000350425	0	0	0	0	0.126	0	0	0.807	0.824
ALB	PXDNL	9606.ENSP00000295897	9606.ENSP00000348645	0	0	0	0	0.074	0	0	0.934	0.937
ALB	HP	9606.ENSP00000295897	9606.ENSP00000348170	0	0	0	0	0.198	0.077	0	0.993	0.995
ALDH1A1	CAT	9606.ENSP00000297785	9606.ENSP00000241052	0	0	0	0	0.169	0.091	0.184	0.162	0.414
ALDH1A1	PXDN	9606.ENSP00000297785	9606.ENSP00000252804	0	0	0	0	0.062	0.071	0.118	0.459	0.529
ALDH1A1	PTGS2	9606.ENSP00000297785	9606.ENSP00000356438	0	0	0	0	0.092	0.070	0.116	0.299	0.407
ALDH1A1	PXDNL	9606.ENSP00000297785	9606.ENSP00000348645	0	0	0	0	0.062	0.071	0.118	0.458	0.527
ALDH1A1	RDH11	9606.ENSP00000297785	9606.ENSP00000370750	0.042	0	0	0	0.109	0.069	0.913	0.397	0.951
ALDH1A1	RDH12	9606.ENSP00000297785	9606.ENSP00000449079	0.042	0	0	0	0.109	0.069	0.913	0.628	0.969
ALOX5AP	APOE	9606.ENSP00000479870	9606.ENSP00000252486	0	0	0	0	0.042	0	0	0.529	0.529
ALOX5AP	LTC4S	9606.ENSP00000479870	9606.ENSP00000292596	0	0	0	0.794	0.132	0.292	0.500	0.307	0.758
ALOX5AP	PTGES	9606.ENSP00000479870	9606.ENSP00000342385	0	0	0	0	0	0	0	0.847	0.847
ALOX5AP	PTGS1	9606.ENSP00000479870	9606.ENSP00000354612	0	0	0	0	0.145	0	0	0.459	0.517
ALOX5AP	PTGS2	9606.ENSP00000479870	9606.ENSP00000356438	0	0	0	0	0.105	0	0	0.447	0.484
ALOX5AP	MGST3	9606.ENSP00000479870	9606.ENSP00000356864	0	0	0	0	0	0	0	0.848	0.848
ALOX5AP	TXN	9606.ENSP00000479870	9606.ENSP00000363641	0	0	0	0	0.047	0	0	0.423	0.426
ALOX5AP	MGST1	9606.ENSP00000479870	9606.ENSP00000379512	0	0	0	0	0	0	0	0.894	0.894
AMBP	APOE	9606.ENSP00000265132	9606.ENSP00000252486	0	0	0	0	0.147	0	0	0.474	0.532
AMBP	GPX3	9606.ENSP00000265132	9606.ENSP00000373477	0	0	0	0	0.050	0	0	0.437	0.442
AMBP	APOA4	9606.ENSP00000265132	9606.ENSP00000350425	0	0	0	0	0.147	0	0	0.397	0.464
AMBP	FABP1	9606.ENSP00000265132	9606.ENSP00000295834	0	0	0	0	0.437	0.045	0	0.447	0.677
AMBP	APOM	9606.ENSP00000265132	9606.ENSP00000365081	0	0	0	0	0.542	0	0	0.349	0.689
AMBP	HP	9606.ENSP00000265132	9606.ENSP00000348170	0	0	0	0	0.321	0.121	0	0.582	0.728
APOA4	MPO	9606.ENSP00000350425	9606.ENSP00000225275	0	0	0	0	0	0	0	0.437	0.437
APOA4	APOE	9606.ENSP00000350425	9606.ENSP00000252486	0	0	0	0.635	0.042	0	0.800	0.979	0.995
APOA4	FABP1	9606.ENSP00000350425	9606.ENSP00000295834	0	0	0	0	0.333	0	0	0.375	0.565
APOA4	HP	9606.ENSP00000350425	9606.ENSP00000348170	0	0	0	0	0.049	0	0	0.590	0.594
APOA4	SELENOS	9606.ENSP00000350425	9606.ENSP00000381282	0	0	0	0	0	0	0.720	0	0.720
APOA4	APOM	9606.ENSP00000350425	9606.ENSP00000365081	0	0	0	0	0.062	0	0.720	0.824	0.949
APOE	MPO	9606.ENSP00000252486	9606.ENSP00000225275	0	0	0	0	0.060	0	0	0.623	0.630
APOE	FABP1	9606.ENSP00000252486	9606.ENSP00000295834	0	0	0	0	0.220	0	0	0.273	0.409
APOE	GPX4	9606.ENSP00000252486	9606.ENSP00000346103	0	0	0	0	0.120	0	0	0.369	0.421
APOE	PARK7	9606.ENSP00000252486	9606.ENSP00000340278	0	0	0	0	0	0	0	0.431	0.431
APOE	CYGB	9606.ENSP00000252486	9606.ENSP00000293230	0	0	0	0	0.086	0	0	0.408	0.435
APOE	TXN	9606.ENSP00000252486	9606.ENSP00000363641	0	0	0	0	0.055	0	0	0.430	0.438
APOE	SOD2-2	9606.ENSP00000252486	9606.ENSP00000442920	0	0	0	0	0	0	0	0.447	0.447
APOE	SOD2	9606.ENSP00000252486	9606.ENSP00000446252	0	0	0	0	0.044	0	0	0.447	0.448
APOE	NFE2L2	9606.ENSP00000252486	9606.ENSP00000380252	0	0	0	0	0.056	0	0	0.482	0.490
APOE	PRDX2	9606.ENSP00000252486	9606.ENSP00000301522	0	0	0	0	0.042	0.048	0	0.514	0.518
APOE	PTGS2	9606.ENSP00000252486	9606.ENSP00000356438	0	0	0	0	0.062	0	0	0.511	0.521
APOE	SOD1	9606.ENSP00000252486	9606.ENSP00000270142	0	0	0	0	0.090	0	0	0.511	0.536
APOE	PXDNL	9606.ENSP00000252486	9606.ENSP00000348645	0	0	0	0	0.060	0	0	0.600	0.608
APOE	PXDN	9606.ENSP00000252486	9606.ENSP00000252804	0	0	0	0	0.060	0	0	0.603	0.611
APOE	GPX8	9606.ENSP00000252486	9606.ENSP00000423822	0	0	0	0	0.051	0	0	0.660	0.663
APOE	GPX6	9606.ENSP00000252486	9606.ENSP00000354581	0	0	0	0	0.051	0	0	0.660	0.663
APOE	GPX5	9606.ENSP00000252486	9606.ENSP00000392398	0	0	0	0	0.051	0	0	0.661	0.664
APOE	GPX7	9606.ENSP00000252486	9606.ENSP00000354677	0	0	0	0	0.051	0	0	0.661	0.664
APOE	GPX2	9606.ENSP00000252486	9606.ENSP00000374265	0	0	0	0	0.086	0	0	0.661	0.676
APOE	GPX3	9606.ENSP00000252486	9606.ENSP00000373477	0	0	0	0	0.145	0	0	0.681	0.715
APOE	SELENOS	9606.ENSP00000252486	9606.ENSP00000381282	0	0	0	0	0.074	0	0.720	0.149	0.760
APOE	NOS3	9606.ENSP00000252486	9606.ENSP00000297494	0	0	0	0	0.044	0.292	0	0.697	0.777
APOE	HP	9606.ENSP00000252486	9606.ENSP00000348170	0	0	0	0	0.083	0.370	0	0.699	0.811
APOE	APOM	9606.ENSP00000252486	9606.ENSP00000365081	0	0	0	0	0.056	0	0.720	0.797	0.941
APOM	HP	9606.ENSP00000365081	9606.ENSP00000348170	0	0	0	0	0.144	0	0	0.466	0.524
APOM	SELENOS	9606.ENSP00000365081	9606.ENSP00000381282	0	0	0	0	0	0	0.720	0	0.720
ATP7A	ATP7B	9606.ENSP00000345728	9606.ENSP00000242839	0	0	0.064	0.953	0.056	0	0.900	0.085	0.908
ATP7A	MT2A	9606.ENSP00000345728	9606.ENSP00000245185	0	0	0	0	0	0	0	0.585	0.585
ATP7A	SOD1	9606.ENSP00000345728	9606.ENSP00000270142	0	0	0	0	0	0.091	0	0.699	0.715
ATP7A	SLC47A1	9606.ENSP00000345728	9606.ENSP00000270570	0.045	0	0	0	0.069	0	0	0.450	0.469
ATP7A	MT1A	9606.ENSP00000345728	9606.ENSP00000290705	0	0	0	0	0	0	0	0.573	0.573
ATP7A	PRDX3	9606.ENSP00000345728	9606.ENSP00000298510	0.053	0	0	0	0.068	0	0	0.564	0.582
ATP7A	MT1E	9606.ENSP00000345728	9606.ENSP00000328137	0	0	0	0	0	0	0	0.801	0.801
ATP7A	PARK7	9606.ENSP00000345728	9606.ENSP00000340278	0.043	0	0	0	0	0	0	0.406	0.407
ATP7A	SLC30A10	9606.ENSP00000345728	9606.ENSP00000355893	0.069	0	0	0	0.192	0	0	0.308	0.434
ATP7A	ESD	9606.ENSP00000345728	9606.ENSP00000367992	0	0	0	0	0.125	0	0	0.429	0.479
ATP7A	GSTP1	9606.ENSP00000345728	9606.ENSP00000381607	0	0	0	0	0.244	0	0	0.491	0.598
ATP7A	SLC30A1	9606.ENSP00000345728	9606.ENSP00000355968	0.069	0	0	0	0.208	0	0	0.504	0.602
ATP7A	GLRX	9606.ENSP00000345728	9606.ENSP00000369314	0.110	0	0	0	0.043	0.314	0	0.646	0.766
ATP7A	SOD3	9606.ENSP00000345728	9606.ENSP00000371554	0	0	0	0	0	0.091	0.750	0.476	0.870
ATP7A	CCS	9606.ENSP00000345728	9606.ENSP00000436318	0.120	0	0	0	0.564	0.772	0.770	0.712	0.993
ATP7B	MT3	9606.ENSP00000242839	9606.ENSP00000200691	0	0	0	0	0	0	0	0.423	0.423
ATP7B	MT4	9606.ENSP00000242839	9606.ENSP00000219162	0	0	0	0	0	0	0	0.442	0.442
ATP7B	MT1X	9606.ENSP00000242839	9606.ENSP00000377995	0	0	0	0	0	0	0	0.422	0.422
ATP7B	SOD1	9606.ENSP00000242839	9606.ENSP00000270142	0	0	0	0	0	0.087	0	0.520	0.543
ATP7B	SLC30A1	9606.ENSP00000242839	9606.ENSP00000355968	0.069	0	0	0	0.192	0	0	0.487	0.581
ATP7B	ESD	9606.ENSP00000242839	9606.ENSP00000367992	0	0	0	0	0.132	0	0	0.559	0.600
ATP7B	SLC30A10	9606.ENSP00000242839	9606.ENSP00000355893	0.069	0	0	0	0.197	0	0	0.509	0.601
ATP7B	PRDX3	9606.ENSP00000242839	9606.ENSP00000298510	0.053	0	0	0	0.068	0	0	0.584	0.601
ATP7B	MT2A	9606.ENSP00000242839	9606.ENSP00000245185	0	0	0	0	0	0	0	0.604	0.604
ATP7B	MT1A	9606.ENSP00000242839	9606.ENSP00000290705	0	0	0	0	0	0	0	0.698	0.698
ATP7B	MT1E	9606.ENSP00000242839	9606.ENSP00000328137	0	0	0	0	0	0	0	0.823	0.823
ATP7B	GLRX	9606.ENSP00000242839	9606.ENSP00000369314	0.110	0	0	0	0	0.314	0	0.783	0.856
ATP7B	CCS	9606.ENSP00000242839	9606.ENSP00000436318	0.120	0	0	0	0.567	0.772	0.770	0.690	0.992
CAT	GSR	9606.ENSP00000241052	9606.ENSP00000221130	0	0	0	0	0.072	0.244	0	0.536	0.646
CAT	TXNRD1	9606.ENSP00000241052	9606.ENSP00000434516	0	0	0	0	0.070	0.153	0	0.303	0.403
CAT	TXNRD2	9606.ENSP00000241052	9606.ENSP00000383365	0	0	0	0	0.083	0.153	0	0.303	0.412
CAT	TXNRD3	9606.ENSP00000241052	9606.ENSP00000430031	0	0	0	0	0.070	0.153	0	0.349	0.442
CAT	PRDX5	9606.ENSP00000241052	9606.ENSP00000265462	0.057	0	0	0	0.056	0.227	0	0.353	0.495
CAT	GPX4	9606.ENSP00000241052	9606.ENSP00000346103	0.057	0	0	0	0.218	0.128	0	0.390	0.555
CAT	GPX2	9606.ENSP00000241052	9606.ENSP00000374265	0.057	0	0	0	0.203	0.114	0	0.414	0.557
CAT	GPX5	9606.ENSP00000241052	9606.ENSP00000392398	0.057	0	0	0	0.203	0.114	0	0.421	0.562
CAT	GPX6	9606.ENSP00000241052	9606.ENSP00000354581	0.057	0	0	0	0.203	0.114	0	0.421	0.562
CAT	GPX3	9606.ENSP00000241052	9606.ENSP00000373477	0.057	0	0	0	0.216	0.114	0	0.412	0.564
CAT	PRDX4	9606.ENSP00000241052	9606.ENSP00000368646	0.055	0	0	0	0.403	0.130	0	0.243	0.579
CAT	PRDX3	9606.ENSP00000241052	9606.ENSP00000298510	0.055	0	0	0	0.440	0.130	0	0.243	0.605
CAT	GPX7	9606.ENSP00000241052	9606.ENSP00000354677	0.057	0	0	0	0.203	0.128	0	0.496	0.625
CAT	GPX8	9606.ENSP00000241052	9606.ENSP00000423822	0.057	0	0	0	0.203	0.128	0	0.497	0.626
CAT	PRDX6	9606.ENSP00000241052	9606.ENSP00000342026	0.055	0	0	0	0.417	0.125	0	0.352	0.646
CAT	PRDX1	9606.ENSP00000241052	9606.ENSP00000262746	0.055	0	0	0	0.406	0.303	0	0.243	0.664
CAT	PARK7	9606.ENSP00000241052	9606.ENSP00000340278	0.151	0	0	0	0.370	0.251	0	0.280	0.673
CAT	PRDX2	9606.ENSP00000241052	9606.ENSP00000301522	0.055	0	0	0	0.417	0.258	0	0.336	0.693
CAT	SOD2-2	9606.ENSP00000241052	9606.ENSP00000442920	0.098	0	0	0	0.119	0.071	0.792	0.349	0.881
CAT	SOD3	9606.ENSP00000241052	9606.ENSP00000371554	0.115	0	0	0	0.142	0.114	0.792	0.349	0.892
CAT	SOD2	9606.ENSP00000241052	9606.ENSP00000446252	0.098	0	0	0	0.120	0.252	0.792	0.370	0.908
