#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTB	HDAC6	9606.ENSP00000494750	9606.ENSP00000365804	0	0	0	0	0	0.452	0	0	0.452
ACTB	DYNC1I2	9606.ENSP00000494750	9606.ENSP00000380308	0	0	0	0	0	0.809	0	0	0.809
ACTB	BICDL1	9606.ENSP00000494750	9606.ENSP00000380690	0	0	0	0	0	0.829	0	0	0.829
ACTB	CAPZB	9606.ENSP00000494750	9606.ENSP00000401010	0	0	0	0	0	0.935	0	0	0.935
ACTB	DCTN2	9606.ENSP00000494750	9606.ENSP00000408910	0	0	0	0	0	0.894	0	0	0.894
ACTB	DCTN4	9606.ENSP00000494750	9606.ENSP00000414906	0	0	0	0	0	0.888	0	0	0.888
ACTB	ACTG1	9606.ENSP00000494750	9606.ENSP00000458162	0	0	0	0.987	0	0.983	0	0	0.983
ACTB	POLR2A	9606.ENSP00000494750	9606.ENSP00000461879	0	0	0	0	0	0.636	0	0	0.636
ACTB	HNRNPU	9606.ENSP00000494750	9606.ENSP00000491215	0	0	0	0	0	0.510	0	0	0.510
ACTG1	NFKBIA	9606.ENSP00000458162	9606.ENSP00000216797	0	0	0	0	0	0.445	0	0	0.445
ACTG1	VASP	9606.ENSP00000458162	9606.ENSP00000245932	0	0	0	0	0	0.528	0	0	0.528
ACTG1	TRAF2	9606.ENSP00000458162	9606.ENSP00000247668	0	0	0	0	0	0.679	0	0	0.679
ACTG1	ACTR10	9606.ENSP00000458162	9606.ENSP00000254286	0	0	0	0.703	0	0.494	0	0	0.494
ACTG1	ACTR1B	9606.ENSP00000458162	9606.ENSP00000289228	0	0	0	0.957	0	0.409	0	0	0.409
ACTG1	MAPT	9606.ENSP00000458162	9606.ENSP00000340820	0	0	0	0	0	0.524	0	0	0.524
ACTG1	ACTR1A	9606.ENSP00000458162	9606.ENSP00000358921	0	0	0	0.956	0	0.401	0	0	0.401
ACTG1	DCTN2	9606.ENSP00000458162	9606.ENSP00000408910	0	0	0	0	0	0.495	0	0	0.495
ACTG1	DCTN4	9606.ENSP00000458162	9606.ENSP00000414906	0	0	0	0	0	0.458	0	0	0.458
ACTG1	IKBKB	9606.ENSP00000458162	9606.ENSP00000430684	0	0	0	0	0	0.429	0	0	0.429
ACTG1	IKBKG	9606.ENSP00000458162	9606.ENSP00000483825	0	0	0	0	0	0.420	0	0	0.420
ACTR10	DCTN6	9606.ENSP00000254286	9606.ENSP00000221114	0	0	0	0	0	0.994	0	0	0.994
ACTR10	RPS19BP1	9606.ENSP00000254286	9606.ENSP00000333948	0	0	0	0	0	0.593	0	0	0.593
ACTR10	BMERB1	9606.ENSP00000254286	9606.ENSP00000300006	0	0	0	0	0	0.594	0	0	0.594
ACTR10	CLIP1	9606.ENSP00000254286	9606.ENSP00000479322	0	0	0	0	0	0.414	0	0	0.414
ACTR10	PDGFD	9606.ENSP00000254286	9606.ENSP00000376865	0	0	0	0	0	0.620	0	0	0.620
ACTR10	CSPP1	9606.ENSP00000254286	9606.ENSP00000262210	0	0	0	0	0	0.638	0	0	0.638
ACTR10	DYNC1LI1	9606.ENSP00000254286	9606.ENSP00000273130	0	0	0	0	0	0.452	0	0	0.452
ACTR10	DYNLRB1	9606.ENSP00000254286	9606.ENSP00000349679	0	0	0	0	0	0.800	0	0	0.800
ACTR10	BICDL1	9606.ENSP00000254286	9606.ENSP00000380690	0	0	0	0	0	0.831	0	0	0.831
ACTR10	DYNC1LI2	9606.ENSP00000254286	9606.ENSP00000258198	0	0	0	0	0	0.800	0	0	0.800
ACTR10	DYNC1H1	9606.ENSP00000254286	9606.ENSP00000348965	0	0	0	0	0	0.848	0	0	0.848
ACTR10	DYNC1I2	9606.ENSP00000254286	9606.ENSP00000380308	0	0	0	0	0	0.908	0	0	0.908
ACTR10	CAPZB	9606.ENSP00000254286	9606.ENSP00000401010	0	0	0	0	0	0.912	0	0	0.912
ACTR10	CAPZA2	9606.ENSP00000254286	9606.ENSP00000354947	0	0	0	0	0	0.689	0	0	0.689
ACTR10	CAPZA1	9606.ENSP00000254286	9606.ENSP00000263168	0	0	0	0	0	0.885	0	0	0.885
ACTR10	ACTR1B	9606.ENSP00000254286	9606.ENSP00000289228	0	0	0	0.642	0	0.940	0	0	0.940
ACTR10	DCTN3	9606.ENSP00000254286	9606.ENSP00000259632	0	0	0	0	0	0.898	0	0	0.898
ACTR10	DCTN2	9606.ENSP00000254286	9606.ENSP00000408910	0	0	0	0	0	0.994	0	0	0.994
ACTR10	DCTN1	9606.ENSP00000254286	9606.ENSP00000354791	0	0	0	0	0	0.974	0	0	0.974
ACTR10	DCTN5	9606.ENSP00000254286	9606.ENSP00000300087	0	0	0	0	0	0.983	0	0	0.983
ACTR10	DCTN4	9606.ENSP00000254286	9606.ENSP00000414906	0	0	0	0	0	0.993	0	0	0.993
ACTR10	ACTR1A	9606.ENSP00000254286	9606.ENSP00000358921	0	0	0	0.633	0	0.993	0	0	0.993
ACTR1A	DCTN6	9606.ENSP00000358921	9606.ENSP00000221114	0	0	0	0	0	0.975	0	0	0.975
ACTR1A	DYNC1LI2	9606.ENSP00000358921	9606.ENSP00000258198	0	0	0	0	0	0.920	0	0	0.920
ACTR1A	DCTN3	9606.ENSP00000358921	9606.ENSP00000259632	0	0	0	0	0	0.937	0	0	0.937
ACTR1A	CAPZA1	9606.ENSP00000358921	9606.ENSP00000263168	0	0	0	0	0	0.956	0	0	0.956
ACTR1A	DYNC1LI1	9606.ENSP00000358921	9606.ENSP00000273130	0	0	0	0	0	0.584	0	0	0.584
ACTR1A	NINL	9606.ENSP00000358921	9606.ENSP00000278886	0	0	0	0	0	0.407	0	0	0.407
ACTR1A	ACTR1B	9606.ENSP00000358921	9606.ENSP00000289228	0	0	0	0.985	0	0.875	0	0	0.875
ACTR1A	BMERB1	9606.ENSP00000358921	9606.ENSP00000300006	0	0	0	0	0	0.402	0	0	0.402
ACTR1A	DCTN5	9606.ENSP00000358921	9606.ENSP00000300087	0	0	0	0	0	0.975	0	0	0.975
ACTR1A	DYNC1H1	9606.ENSP00000358921	9606.ENSP00000348965	0	0	0	0	0	0.966	0	0	0.966
ACTR1A	DYNLRB1	9606.ENSP00000358921	9606.ENSP00000349679	0	0	0	0	0	0.800	0	0	0.800
ACTR1A	DCTN1	9606.ENSP00000358921	9606.ENSP00000354791	0	0	0	0	0	0.982	0	0	0.982
ACTR1A	CAPZA2	9606.ENSP00000358921	9606.ENSP00000354947	0	0	0	0	0	0.825	0	0	0.825
ACTR1A	KLHL2	9606.ENSP00000358921	9606.ENSP00000424198	0	0	0	0	0	0.614	0	0	0.614
ACTR1A	BICDL1	9606.ENSP00000358921	9606.ENSP00000380690	0	0	0	0	0	0.910	0	0	0.910
ACTR1A	DYNC1I2	9606.ENSP00000358921	9606.ENSP00000380308	0	0	0	0	0	0.909	0	0	0.909
ACTR1A	CAPZB	9606.ENSP00000358921	9606.ENSP00000401010	0	0	0	0	0	0.967	0	0	0.967
ACTR1A	DCTN4	9606.ENSP00000358921	9606.ENSP00000414906	0	0	0	0	0	0.985	0	0	0.985
ACTR1A	DCTN2	9606.ENSP00000358921	9606.ENSP00000408910	0	0	0	0	0	0.994	0	0	0.994
ACTR1B	DCTN6	9606.ENSP00000289228	9606.ENSP00000221114	0	0	0	0	0	0.899	0	0	0.899
ACTR1B	DCTN3	9606.ENSP00000289228	9606.ENSP00000259632	0	0	0	0	0	0.851	0	0	0.851
ACTR1B	CSPP1	9606.ENSP00000289228	9606.ENSP00000262210	0	0	0	0	0	0.636	0	0	0.636
ACTR1B	CAPZA1	9606.ENSP00000289228	9606.ENSP00000263168	0	0	0	0	0	0.546	0	0	0.546
ACTR1B	DYNC1LI1	9606.ENSP00000289228	9606.ENSP00000273130	0	0	0	0	0	0.420	0	0	0.420
ACTR1B	KLHL2	9606.ENSP00000289228	9606.ENSP00000424198	0	0	0	0	0	0.453	0	0	0.453
ACTR1B	RPS19BP1	9606.ENSP00000289228	9606.ENSP00000333948	0	0	0	0	0	0.542	0	0	0.542
ACTR1B	DYNC1I2	9606.ENSP00000289228	9606.ENSP00000380308	0	0	0	0	0	0.576	0	0	0.576
ACTR1B	BMERB1	9606.ENSP00000289228	9606.ENSP00000300006	0	0	0	0	0	0.667	0	0	0.667
ACTR1B	PDGFD	9606.ENSP00000289228	9606.ENSP00000376865	0	0	0	0	0	0.677	0	0	0.677
ACTR1B	CAPZA2	9606.ENSP00000289228	9606.ENSP00000354947	0	0	0	0	0	0.724	0	0	0.724
ACTR1B	CAPZB	9606.ENSP00000289228	9606.ENSP00000401010	0	0	0	0	0	0.765	0	0	0.765
ACTR1B	DCTN5	9606.ENSP00000289228	9606.ENSP00000300087	0	0	0	0	0	0.918	0	0	0.918
ACTR1B	DCTN1	9606.ENSP00000289228	9606.ENSP00000354791	0	0	0	0	0	0.930	0	0	0.930
ACTR1B	DCTN2	9606.ENSP00000289228	9606.ENSP00000408910	0	0	0	0	0	0.953	0	0	0.953
ACTR1B	DCTN4	9606.ENSP00000289228	9606.ENSP00000414906	0	0	0	0	0	0.944	0	0	0.944
ADRM1	PSMA4	9606.ENSP00000478877	9606.ENSP00000044462	0	0	0	0	0	0.906	0	0	0.906
ADRM1	PSMC4	9606.ENSP00000478877	9606.ENSP00000157812	0	0	0	0	0	0.992	0	0	0.992
ADRM1	PSMD5	9606.ENSP00000478877	9606.ENSP00000210313	0	0	0	0	0	0.994	0	0	0.994
ADRM1	PSMD8	9606.ENSP00000478877	9606.ENSP00000215071	0	0	0	0	0	0.988	0	0	0.988
ADRM1	PSMA3	9606.ENSP00000478877	9606.ENSP00000216455	0	0	0	0	0	0.873	0	0	0.873
ADRM1	PSMD10	9606.ENSP00000478877	9606.ENSP00000217958	0	0	0	0	0	0.854	0	0	0.854
ADRM1	PSMD7	9606.ENSP00000478877	9606.ENSP00000219313	0	0	0	0	0	0.992	0	0	0.992
ADRM1	PSMA2	9606.ENSP00000478877	9606.ENSP00000223321	0	0	0	0	0	0.909	0	0	0.909
ADRM1	CSF3	9606.ENSP00000478877	9606.ENSP00000225474	0	0	0	0	0	0.778	0	0	0.778
ADRM1	CCDC92	9606.ENSP00000478877	9606.ENSP00000238156	0	0	0	0	0	0.835	0	0	0.835
ADRM1	KATNAL2	9606.ENSP00000478877	9606.ENSP00000245121	0	0	0	0	0	0.601	0	0	0.601
ADRM1	ECPAS	9606.ENSP00000478877	9606.ENSP00000259335	0	0	0	0	0	0.762	0	0	0.762
ADRM1	PSMB7	9606.ENSP00000478877	9606.ENSP00000259457	0	0	0	0	0	0.752	0	0	0.752
ADRM1	PSMC1	9606.ENSP00000478877	9606.ENSP00000261303	0	0	0	0	0	0.986	0	0	0.986
ADRM1	PSMA6	9606.ENSP00000478877	9606.ENSP00000261479	0	0	0	0	0	0.890	0	0	0.890
ADRM1	USP14	9606.ENSP00000478877	9606.ENSP00000261601	0	0	0	0	0	0.903	0	0	0.903
ADRM1	PSMD11	9606.ENSP00000478877	9606.ENSP00000261712	0	0	0	0	0	0.991	0	0	0.991
ADRM1	PSMB1	9606.ENSP00000478877	9606.ENSP00000262193	0	0	0	0	0	0.908	0	0	0.908
ADRM1	PSMD3	9606.ENSP00000478877	9606.ENSP00000264639	0	0	0	0	0	0.970	0	0	0.970
ADRM1	PSMB6	9606.ENSP00000478877	9606.ENSP00000270586	0	0	0	0	0	0.777	0	0	0.777
ADRM1	PSMA5	9606.ENSP00000478877	9606.ENSP00000271308	0	0	0	0	0	0.874	0	0	0.874
ADRM1	RPS27A	9606.ENSP00000478877	9606.ENSP00000272317	0	0	0	0	0	0.997	0	0	0.997
ADRM1	PSMB4	9606.ENSP00000478877	9606.ENSP00000290541	0	0	0	0	0	0.879	0	0	0.879
ADRM1	PSME3	9606.ENSP00000478877	9606.ENSP00000293362	0	0	0	0	0	0.457	0	0	0.457
ADRM1	UBLCP1	9606.ENSP00000478877	9606.ENSP00000296786	0	0	0	0	0	0.569	0	0	0.569
ADRM1	CCDC74B	9606.ENSP00000478877	9606.ENSP00000308873	0	0	0	0	0	0.835	0	0	0.835
ADRM1	PSMD1	9606.ENSP00000478877	9606.ENSP00000309474	0	0	0	0	0	0.995	0	0	0.995
ADRM1	PSMD2	9606.ENSP00000478877	9606.ENSP00000310129	0	0	0	0	0	0.992	0	0	0.992
ADRM1	PSMC5	9606.ENSP00000478877	9606.ENSP00000310572	0	0	0	0	0	0.984	0	0	0.984
ADRM1	PSMA8	9606.ENSP00000478877	9606.ENSP00000311121	0	0	0	0	0	0.576	0	0	0.576
ADRM1	UBQLN2	9606.ENSP00000478877	9606.ENSP00000345195	0	0	0	0	0	0.875	0	0	0.875
ADRM1	PSMD12	9606.ENSP00000478877	9606.ENSP00000348442	0	0	0	0	0	0.980	0	0	0.980
ADRM1	RAD23B	9606.ENSP00000478877	9606.ENSP00000350708	0	0	0	0	0	0.500	0	0	0.500
ADRM1	PSMB10	9606.ENSP00000478877	9606.ENSP00000351314	0	0	0	0	0	0.542	0	0	0.542
ADRM1	PSMB5	9606.ENSP00000478877	9606.ENSP00000355325	0	0	0	0	0	0.802	0	0	0.802
ADRM1	PRKN	9606.ENSP00000478877	9606.ENSP00000355865	0	0	0	0	0	0.677	0	0	0.677
ADRM1	UCHL5	9606.ENSP00000478877	9606.ENSP00000356421	0	0	0	0	0	0.998	0	0	0.998
ADRM1	PSMD4	9606.ENSP00000478877	9606.ENSP00000357876	0	0	0	0	0	0.993	0	0	0.993
ADRM1	PSMA7	9606.ENSP00000478877	9606.ENSP00000359910	0	0	0	0	0	0.770	0	0	0.770
ADRM1	PSMB2	9606.ENSP00000478877	9606.ENSP00000362334	0	0	0	0	0	0.963	0	0	0.963
ADRM1	PSMB9	9606.ENSP00000478877	9606.ENSP00000363993	0	0	0	0	0	0.613	0	0	0.613
ADRM1	PSMB8	9606.ENSP00000478877	9606.ENSP00000364016	0	0	0	0	0	0.733	0	0	0.733
ADRM1	UBQLN1	9606.ENSP00000478877	9606.ENSP00000365576	0	0	0	0	0	0.550	0	0	0.550
ADRM1	UBFD1	9606.ENSP00000478877	9606.ENSP00000379217	0	0	0	0	0	0.569	0	0	0.569
ADRM1	PSMB11	9606.ENSP00000478877	9606.ENSP00000386212	0	0	0	0	0	0.508	0	0	0.508
ADRM1	PSMD14	9606.ENSP00000478877	9606.ENSP00000386541	0	0	0	0	0	0.967	0	0	0.967
ADRM1	UBA52	9606.ENSP00000478877	9606.ENSP00000388107	0	0	0	0	0	0.990	0	0	0.990
ADRM1	PSMC2	9606.ENSP00000478877	9606.ENSP00000391211	0	0	0	0	0	0.991	0	0	0.991
ADRM1	PSMD13	9606.ENSP00000478877	9606.ENSP00000396937	0	0	0	0	0	0.991	0	0	0.991
ADRM1	PSMA1	9606.ENSP00000478877	9606.ENSP00000414359	0	0	0	0	0	0.933	0	0	0.933
ADRM1	BAP1	9606.ENSP00000478877	9606.ENSP00000417132	0	0	0	0	0	0.747	0	0	0.747
ADRM1	PSMD6	9606.ENSP00000478877	9606.ENSP00000418695	0	0	0	0	0	0.987	0	0	0.987
ADRM1	KIAA2012	9606.ENSP00000478877	9606.ENSP00000419834	0	0	0	0	0	0.749	0	0	0.749
ADRM1	PAAF1	9606.ENSP00000478877	9606.ENSP00000438071	0	0	0	0	0	0.780	0	0	0.780
ADRM1	UBC	9606.ENSP00000478877	9606.ENSP00000441543	0	0	0	0	0	0.988	0	0	0.988
ADRM1	RAD23A	9606.ENSP00000478877	9606.ENSP00000467024	0	0	0	0	0	0.550	0	0	0.550
ADRM1	UBB	9606.ENSP00000478877	9606.ENSP00000478771	0	0	0	0	0	0.983	0	0	0.983
ADRM1	BAG1	9606.ENSP00000478877	9606.ENSP00000489189	0	0	0	0	0	0.413	0	0	0.412
ADRM1	SEM1	9606.ENSP00000478877	9606.ENSP00000481021	0	0	0	0	0	0.609	0	0	0.609
ADRM1	PSMB3	9606.ENSP00000478877	9606.ENSP00000483688	0	0	0	0	0	0.880	0	0	0.880
ADRM1	PSMC3	9606.ENSP00000478877	9606.ENSP00000481029	0	0	0	0	0	0.979	0	0	0.979
ADRM1	PSMC6	9606.ENSP00000478877	9606.ENSP00000484998	0	0	0	0	0	0.992	0	0	0.992
AKIRIN1	PSMA2	9606.ENSP00000392678	9606.ENSP00000223321	0	0	0	0	0	0.466	0	0	0.465
AKIRIN1	AKIRIN2	9606.ENSP00000392678	9606.ENSP00000257787	0	0	0	0.944	0	0.820	0	0	0.820
AKIRIN1	PSMB7	9606.ENSP00000392678	9606.ENSP00000259457	0	0	0	0	0	0.452	0	0	0.452
AKIRIN1	PSMA6	9606.ENSP00000392678	9606.ENSP00000261479	0	0	0	0	0	0.450	0	0	0.450
AKIRIN1	PSMA5	9606.ENSP00000392678	9606.ENSP00000271308	0	0	0	0	0	0.685	0	0	0.685
AKIRIN1	PSMB9	9606.ENSP00000392678	9606.ENSP00000363993	0	0	0	0	0	0.509	0	0	0.509
AKIRIN1	PSMB3	9606.ENSP00000392678	9606.ENSP00000483688	0	0	0	0	0	0.550	0	0	0.550
AKIRIN2	PSMA4	9606.ENSP00000257787	9606.ENSP00000044462	0	0	0	0	0	0.926	0	0	0.926
AKIRIN2	PSMC4	9606.ENSP00000257787	9606.ENSP00000157812	0	0	0	0	0	0.424	0	0	0.424
AKIRIN2	PSMA3	9606.ENSP00000257787	9606.ENSP00000216455	0	0	0	0	0	0.853	0	0	0.853
AKIRIN2	PSMA2	9606.ENSP00000257787	9606.ENSP00000223321	0	0	0	0	0	0.932	0	0	0.932
AKIRIN2	PSMB9	9606.ENSP00000257787	9606.ENSP00000363993	0	0	0	0	0	0.484	0	0	0.483
AKIRIN2	PSMB4	9606.ENSP00000257787	9606.ENSP00000290541	0	0	0	0	0	0.852	0	0	0.852
AKIRIN2	PSMB6	9606.ENSP00000257787	9606.ENSP00000270586	0	0	0	0	0	0.852	0	0	0.852
AKIRIN2	PSMB7	9606.ENSP00000257787	9606.ENSP00000259457	0	0	0	0	0	0.853	0	0	0.853
AKIRIN2	PSMB1	9606.ENSP00000257787	9606.ENSP00000262193	0	0	0	0	0	0.853	0	0	0.853
AKIRIN2	PSMB5	9606.ENSP00000257787	9606.ENSP00000355325	0	0	0	0	0	0.853	0	0	0.853
AKIRIN2	PSMB3	9606.ENSP00000257787	9606.ENSP00000483688	0	0	0	0	0	0.915	0	0	0.915
AKIRIN2	PSMB2	9606.ENSP00000257787	9606.ENSP00000362334	0	0	0	0	0	0.921	0	0	0.921
AKIRIN2	PSMA6	9606.ENSP00000257787	9606.ENSP00000261479	0	0	0	0	0	0.926	0	0	0.926
AKIRIN2	PSMA7	9606.ENSP00000257787	9606.ENSP00000359910	0	0	0	0	0	0.926	0	0	0.926
AKIRIN2	PSMA1	9606.ENSP00000257787	9606.ENSP00000414359	0	0	0	0	0	0.928	0	0	0.928
AKIRIN2	PSMA5	9606.ENSP00000257787	9606.ENSP00000271308	0	0	0	0	0	0.957	0	0	0.957
ALS2	CFAP410	9606.ENSP00000264276	9606.ENSP00000381047	0	0	0	0	0	0.780	0	0	0.780
ALS2	NEK1	9606.ENSP00000264276	9606.ENSP00000424757	0	0	0	0	0	0.778	0	0	0.778
AMER1	BTRC	9606.ENSP00000364003	9606.ENSP00000359206	0	0	0	0	0	0.615	0	0	0.615
AMER1	KEAP1	9606.ENSP00000364003	9606.ENSP00000377245	0	0	0	0	0	0.629	0	0	0.629
AMER1	CTNNB1	9606.ENSP00000364003	9606.ENSP00000495360	0	0	0	0	0	0.783	0	0	0.783
AMFR	CFTR	9606.ENSP00000290649	9606.ENSP00000003084	0	0	0	0	0	0.533	0	0	0.533
AMFR	DERL2	9606.ENSP00000290649	9606.ENSP00000158771	0	0	0	0	0	0.956	0	0	0.956
AMFR	ERLEC1	9606.ENSP00000290649	9606.ENSP00000185150	0	0	0	0	0	0.746	0	0	0.746
AMFR	DERL1	9606.ENSP00000290649	9606.ENSP00000259512	0	0	0	0	0	0.966	0	0	0.966
AMFR	FAF2	9606.ENSP00000290649	9606.ENSP00000261942	0	0	0	0	0	0.901	0	0	0.901
AMFR	UFD1	9606.ENSP00000290649	9606.ENSP00000263202	0	0	0	0	0	0.481	0	0	0.481
AMFR	RPS27A	9606.ENSP00000290649	9606.ENSP00000272317	0	0	0	0	0	0.947	0	0	0.947
AMFR	SPATA5	9606.ENSP00000290649	9606.ENSP00000274008	0	0	0	0	0	0.500	0	0	0.499
AMFR	SPATA5L1	9606.ENSP00000290649	9606.ENSP00000305494	0	0	0	0	0	0.500	0	0	0.499
AMFR	SEL1L3	9606.ENSP00000290649	9606.ENSP00000382767	0	0	0	0	0	0.577	0	0	0.577
AMFR	SEL1L2	9606.ENSP00000290649	9606.ENSP00000367312	0	0	0	0	0	0.577	0	0	0.577
AMFR	UBXN7	9606.ENSP00000290649	9606.ENSP00000296328	0	0	0	0	0	0.497	0	0	0.497
AMFR	UBE2D1	9606.ENSP00000290649	9606.ENSP00000363019	0	0	0	0	0	0.440	0	0	0.440
AMFR	CD3D	9606.ENSP00000290649	9606.ENSP00000300692	0	0	0	0	0	0.642	0	0	0.642
AMFR	FAF1	9606.ENSP00000290649	9606.ENSP00000379457	0	0	0	0	0	0.630	0	0	0.630
AMFR	UBE2D2	9606.ENSP00000290649	9606.ENSP00000381717	0	0	0	0	0	0.668	0	0	0.668
AMFR	UBL4A	9606.ENSP00000290649	9606.ENSP00000358674	0	0	0	0	0	0.541	0	0	0.541
AMFR	NPLOC4	9606.ENSP00000290649	9606.ENSP00000331487	0	0	0	0	0	0.511	0	0	0.511
AMFR	BAG6	9606.ENSP00000290649	9606.ENSP00000365131	0	0	0	0	0	0.825	0	0	0.825
AMFR	SVIP	9606.ENSP00000290649	9606.ENSP00000346130	0	0	0	0	0	0.564	0	0	0.564
AMFR	HSPA5	9606.ENSP00000290649	9606.ENSP00000324173	0	0	0	0	0	0.653	0	0	0.653
AMFR	DERL3	9606.ENSP00000290649	9606.ENSP00000384744	0	0	0	0	0	0.814	0	0	0.814
AMFR	SYVN1	9606.ENSP00000290649	9606.ENSP00000366395	0	0	0	0.602	0	0.625	0	0	0.625
AMFR	SELENOS	9606.ENSP00000290649	9606.ENSP00000381282	0	0	0	0	0	0.642	0	0	0.642
AMFR	UBXN1	9606.ENSP00000290649	9606.ENSP00000294119	0	0	0	0	0	0.503	0	0	0.503
AMFR	UBA52	9606.ENSP00000290649	9606.ENSP00000388107	0	0	0	0	0	0.900	0	0	0.900
AMFR	UBB	9606.ENSP00000290649	9606.ENSP00000478771	0	0	0	0	0	0.914	0	0	0.914
AMFR	UBAC2	9606.ENSP00000290649	9606.ENSP00000383911	0	0	0	0	0	0.788	0	0	0.788
AMFR	ERLIN2	9606.ENSP00000290649	9606.ENSP00000428112	0	0	0	0	0	0.810	0	0	0.810
AMFR	SEL1L	9606.ENSP00000290649	9606.ENSP00000337053	0	0	0	0	0	0.687	0	0	0.687
AMFR	OS9	9606.ENSP00000290649	9606.ENSP00000318165	0	0	0	0	0	0.870	0	0	0.870
AMFR	UBC	9606.ENSP00000290649	9606.ENSP00000441543	0	0	0	0	0	0.989	0	0	0.989
AMFR	VCP	9606.ENSP00000290649	9606.ENSP00000351777	0	0	0	0	0	0.967	0	0	0.967
AMFR	INSIG1	9606.ENSP00000290649	9606.ENSP00000344741	0	0	0	0	0	0.820	0	0	0.820
ANG	RNASE4	9606.ENSP00000336762	9606.ENSP00000452245	0	0	0	0.856	0	0.939	0	0	0.939
ANG	RNH1	9606.ENSP00000336762	9606.ENSP00000433999	0	0	0	0	0	0.978	0	0	0.978
ANK1	FIG4	9606.ENSP00000265709	9606.ENSP00000230124	0	0	0	0	0	0.783	0	0	0.783
ANK1	VAC14	9606.ENSP00000265709	9606.ENSP00000261776	0	0	0	0	0	0.600	0	0	0.600
